species,genomes,superkingdom,doubling_h,growth_tmp,Representative.genome
Salinisphaera hydrothermalis,RS_GCF_000732535.1,Bacteria,1.65,35,RS_GCF_000732535.1
Salisediminibacterium beveridgei,RS_GCF_001721685.1,Bacteria,4.73,38.2,RS_GCF_001721685.1
Salmonella enterica,GB_GCA_900456485.1,Bacteria,0.29,NA,RS_GCF_000006945.2
Salmonella enterica,GB_GCA_900635575.1,Bacteria,0.29,NA,RS_GCF_000006945.2
Salmonella enterica,RS_GCF_006381345.2,Bacteria,0.29,NA,RS_GCF_000006945.2
Salmonella enterica,RS_GCF_003137315.1,Bacteria,0.29,NA,RS_GCF_000006945.2
Salmonella enterica,RS_GCF_020295845.1,Bacteria,0.29,NA,RS_GCF_000006945.2
Salmonella enterica,RS_GCF_000006945.2,Bacteria,0.29,NA,RS_GCF_000006945.2
Selenomonas_C bovis,RS_GCF_000381005.1,Bacteria,2.3,39,RS_GCF_000381005.1
Selenomonas_C bovis,GB_GCA_946405335.1,Bacteria,2.3,39,RS_GCF_000381005.1
Selenomonas_C bovis,GB_GCA_022773385.1,Bacteria,2.3,39,RS_GCF_000381005.1
Selenomonas_C bovis,GB_GCA_937950645.1,Bacteria,2.3,39,RS_GCF_000381005.1
Selenomonas_C bovis,GB_GCA_017388265.1,Bacteria,2.3,39,RS_GCF_000381005.1
Shewanella xiamenensis,RS_GCF_019973655.1,Bacteria,0.75,NA,RS_GCF_014647135.1
Shewanella xiamenensis,RS_GCF_030008365.1,Bacteria,0.75,NA,RS_GCF_014647135.1
Shewanella xiamenensis,RS_GCF_006385735.2,Bacteria,0.75,NA,RS_GCF_014647135.1
Shewanella xiamenensis,GB_GCA_945952185.1,Bacteria,0.75,NA,RS_GCF_014647135.1
Shewanella xiamenensis,RS_GCF_025397555.1,Bacteria,0.75,NA,RS_GCF_014647135.1
Shewanella xiamenensis,RS_GCF_014647135.1,Bacteria,0.75,NA,RS_GCF_014647135.1
Sodalis glossinidius,RS_GCF_000010085.1,Bacteria,26,26.5,RS_GCF_000010085.1
Sodalis glossinidius,RS_GCF_900004845.1,Bacteria,26,26.5,RS_GCF_000010085.1
Sorangium cellulosum_B,RS_GCF_000067165.1,Bacteria,6,34,RS_GCF_000067165.1
Sphaerochaeta globosa,RS_GCF_000190435.1,Bacteria,21,27.5,RS_GCF_000190435.1
Sphaerochaeta pleomorpha,RS_GCF_000236685.1,Bacteria,15,27.5,RS_GCF_000236685.1
Sphingopyxis alaskensis,RS_GCF_000013985.1,Bacteria,3.3,30,RS_GCF_000013985.1
Sphingopyxis alaskensis,RS_GCF_023712965.1,Bacteria,3.3,30,RS_GCF_000013985.1
Spirochaeta_B africana,RS_GCF_000242595.2,Bacteria,14.8,30.1,RS_GCF_000242595.2
Spirochaeta_E cellobiosiphila,RS_GCF_000426705.1,Bacteria,1.9,37,RS_GCF_000426705.1
Spongiibacter marinus,GB_GCA_950075375.1,Bacteria,7.38,30,RS_GCF_016906995.1
Spongiibacter marinus,RS_GCF_016906995.1,Bacteria,7.38,30,RS_GCF_016906995.1
Spongiibacter marinus,RS_GCF_950072915.1,Bacteria,7.38,30,RS_GCF_016906995.1
Spongiibacter marinus,GB_GCA_950061215.1,Bacteria,7.38,30,RS_GCF_016906995.1
Spongiibacter marinus,RS_GCF_950058895.1,Bacteria,7.38,30,RS_GCF_016906995.1
Sporanaerobacter acetigenes,GB_GCA_902471135.1,Bacteria,1.93,40.1,RS_GCF_900130025.1
Sporanaerobacter acetigenes,RS_GCF_004349435.1,Bacteria,1.93,40.1,RS_GCF_900130025.1
Sporanaerobacter acetigenes,RS_GCF_900130025.1,Bacteria,1.93,40.1,RS_GCF_900130025.1
Staphylococcus aureus,RS_GCF_000562935.1,Bacteria,0.45,NA,RS_GCF_001027105.1
Staphylococcus aureus,RS_GCF_000563895.1,Bacteria,0.45,NA,RS_GCF_001027105.1
Staphylococcus aureus,RS_GCF_018681435.1,Bacteria,0.45,NA,RS_GCF_001027105.1
Staphylococcus aureus,RS_GCF_009675425.1,Bacteria,0.45,NA,RS_GCF_001027105.1
Staphylococcus aureus,RS_GCF_024814695.1,Bacteria,0.45,NA,RS_GCF_001027105.1
Staphylococcus aureus,RS_GCF_001027105.1,Bacteria,0.45,NA,RS_GCF_001027105.1
Staphylococcus epidermidis,RS_GCF_001659505.1,Bacteria,0.33,NA,RS_GCF_006742205.1
Staphylococcus epidermidis,RS_GCF_002215535.1,Bacteria,0.33,NA,RS_GCF_006742205.1
Staphylococcus epidermidis,RS_GCF_001068995.1,Bacteria,0.33,NA,RS_GCF_006742205.1
Staphylococcus epidermidis,RS_GCF_003577845.1,Bacteria,0.33,NA,RS_GCF_006742205.1
Staphylococcus epidermidis,RS_GCF_001070025.1,Bacteria,0.33,NA,RS_GCF_006742205.1
Staphylococcus epidermidis,RS_GCF_006742205.1,Bacteria,0.33,NA,RS_GCF_006742205.1
Staphylococcus xylosus_B,RS_GCF_013179695.1,Bacteria,0.3,36.4,RS_GCF_000338275.1
Staphylococcus xylosus_B,RS_GCF_902362245.1,Bacteria,0.3,36.4,RS_GCF_000338275.1
Staphylococcus xylosus_B,RS_GCF_000338275.1,Bacteria,0.3,36.4,RS_GCF_000338275.1
Staphylococcus xylosus_B,RS_GCF_003578925.1,Bacteria,0.3,36.4,RS_GCF_000338275.1
Staphylococcus xylosus_B,GB_GCA_015235375.1,Bacteria,0.3,36.4,RS_GCF_000338275.1
Streptococcus agalactiae,RS_GCF_000454925.1,Bacteria,0.6,NA,RS_GCF_000186445.1
Streptococcus agalactiae,RS_GCF_001015765.1,Bacteria,0.6,NA,RS_GCF_000186445.1
Streptococcus agalactiae,RS_GCF_000288315.1,Bacteria,0.6,NA,RS_GCF_000186445.1
Streptococcus agalactiae,RS_GCF_001017035.1,Bacteria,0.6,NA,RS_GCF_000186445.1
Streptococcus agalactiae,RS_GCF_000288635.1,Bacteria,0.6,NA,RS_GCF_000186445.1
Streptococcus agalactiae,RS_GCF_000186445.1,Bacteria,0.6,NA,RS_GCF_000186445.1
Streptococcus mutans,RS_GCF_001703615.1,Bacteria,1.1,37,RS_GCF_006739205.1
Streptococcus mutans,RS_GCF_000228805.1,Bacteria,1.1,37,RS_GCF_006739205.1
Streptococcus mutans,RS_GCF_002995555.1,Bacteria,1.1,37,RS_GCF_006739205.1
Streptococcus mutans,RS_GCF_000339675.1,Bacteria,1.1,37,RS_GCF_006739205.1
Streptococcus mutans,RS_GCF_012642015.1,Bacteria,1.1,37,RS_GCF_006739205.1
Streptococcus mutans,RS_GCF_006739205.1,Bacteria,1.1,37,RS_GCF_006739205.1
Streptococcus pneumoniae,RS_GCF_001141405.1,Bacteria,0.341666666666667,NA,RS_GCF_001457635.1
Streptococcus pneumoniae,RS_GCF_001142945.1,Bacteria,0.341666666666667,NA,RS_GCF_001457635.1
Streptococcus pneumoniae,RS_GCF_900192465.1,Bacteria,0.341666666666667,NA,RS_GCF_001457635.1
Streptococcus pneumoniae,RS_GCF_001158325.1,Bacteria,0.341666666666667,NA,RS_GCF_001457635.1
Streptococcus pneumoniae,RS_GCF_001121565.1,Bacteria,0.341666666666667,NA,RS_GCF_001457635.1
Streptococcus pneumoniae,RS_GCF_001457635.1,Bacteria,0.341666666666667,NA,RS_GCF_001457635.1
Streptococcus pyogenes,RS_GCF_900995875.1,Bacteria,0.42,NA,RS_GCF_002055535.1
Streptococcus pyogenes,RS_GCF_005165045.1,Bacteria,0.42,NA,RS_GCF_002055535.1
Streptococcus pyogenes,RS_GCF_000628785.1,Bacteria,0.42,NA,RS_GCF_002055535.1
Streptococcus pyogenes,RS_GCF_900991965.1,Bacteria,0.42,NA,RS_GCF_002055535.1
Streptococcus pyogenes,RS_GCF_900984895.1,Bacteria,0.42,NA,RS_GCF_002055535.1
Streptococcus pyogenes,RS_GCF_002055535.1,Bacteria,0.42,NA,RS_GCF_002055535.1
Streptococcus thermophilus,RS_GCF_020829055.1,Bacteria,0.294956247046785,NA,RS_GCF_010120595.1
Streptococcus thermophilus,GB_GCA_025541755.1,Bacteria,0.294956247046785,NA,RS_GCF_010120595.1
Streptococcus thermophilus,RS_GCF_025127235.1,Bacteria,0.294956247046785,NA,RS_GCF_010120595.1
Streptococcus thermophilus,RS_GCF_903891135.1,Bacteria,0.294956247046785,NA,RS_GCF_010120595.1
Streptococcus thermophilus,RS_GCF_017367015.1,Bacteria,0.294956247046785,NA,RS_GCF_010120595.1
Streptococcus thermophilus,RS_GCF_010120595.1,Bacteria,0.294956247046785,NA,RS_GCF_010120595.1
Sulfobacillus thermosulfidooxidans,RS_GCF_900176145.1,Bacteria,3.25,48.6,RS_GCF_900176145.1
Sulfobacillus thermosulfidooxidans,RS_GCF_000497695.1,Bacteria,3.25,48.6,RS_GCF_900176145.1
Sulfobacillus thermosulfidooxidans,RS_GCF_001953295.1,Bacteria,3.25,48.6,RS_GCF_900176145.1
Sulfobacillus thermosulfidooxidans,RS_GCF_000294425.1,Bacteria,3.25,48.6,RS_GCF_900176145.1
Sulfobacillus thermosulfidooxidans,RS_GCF_001953275.1,Bacteria,3.25,48.6,RS_GCF_900176145.1
Sulfurihydrogenibium azorense,RS_GCF_000021545.1,Bacteria,2.5,68,RS_GCF_000021545.1
Sulfurihydrogenibium azorense,RS_GCF_029335825.2,Bacteria,2.5,68,RS_GCF_000021545.1
Sulfurihydrogenibium subterraneum,RS_GCF_000619805.1,Bacteria,1.33,62.5,RS_GCF_000619805.1
Sulfurihydrogenibium yellowstonense,RS_GCF_000173615.1,Bacteria,2.39,70.1,RS_GCF_000173615.1
Sulfurivirga caldicuralii,RS_GCF_900141795.1,Bacteria,1.24,50.1,RS_GCF_900141795.1
Symbiobacterium thermophilum,RS_GCF_000009905.1,Bacteria,2.41,60,RS_GCF_000009905.1
Symbiobacterium thermophilum,RS_GCF_019806665.1,Bacteria,2.41,60,RS_GCF_000009905.1
Synechococcus elongatus,RS_GCF_000817325.1,Bacteria,2.1,NA,RS_GCF_000010065.1
Synechococcus elongatus,RS_GCF_030544905.1,Bacteria,2.1,NA,RS_GCF_000010065.1
Synechococcus elongatus,RS_GCF_000012525.1,Bacteria,2.1,NA,RS_GCF_000010065.1
Synechococcus elongatus,RS_GCF_014698895.1,Bacteria,2.1,NA,RS_GCF_000010065.1
Synechococcus elongatus,RS_GCF_022984345.1,Bacteria,2.1,NA,RS_GCF_000010065.1
Synechococcus elongatus,RS_GCF_000010065.1,Bacteria,2.1,NA,RS_GCF_000010065.1
Synechococcus_C sp000063505,GB_GCA_000063505.1,Bacteria,14.46,NA,GB_GCA_000063505.1
Synechococcus_C sp000063505,GB_GCA_913060925.1,Bacteria,14.46,NA,GB_GCA_000063505.1
Synechococcus_C sp000063505,RS_GCF_014279955.1,Bacteria,14.46,NA,GB_GCA_000063505.1
Synechococcus_C sp000063505,RS_GCF_025128215.1,Bacteria,14.46,NA,GB_GCA_000063505.1
Synechocystis sp000284455,RS_GCF_018845095.1,Bacteria,6.6,NA,RS_GCF_000284455.1
Synechocystis sp000284455,RS_GCF_000270265.1,Bacteria,6.6,NA,RS_GCF_000284455.1
Synechocystis sp000284455,RS_GCF_014698625.1,Bacteria,6.6,NA,RS_GCF_000284455.1
Synechocystis sp000284455,RS_GCF_022869765.1,Bacteria,6.6,NA,RS_GCF_000284455.1
Synechocystis sp000284455,RS_GCF_010222815.1,Bacteria,6.6,NA,RS_GCF_000284455.1
Synechocystis sp000284455,RS_GCF_000284455.1,Bacteria,6.6,NA,RS_GCF_000284455.1
Syntrophobacter fumaroxidans,RS_GCF_000014965.1,Bacteria,98,37,RS_GCF_000014965.1
Syntrophothermus lipocalidus,GB_GCA_012840045.1,Bacteria,17.86,55.4,RS_GCF_000092405.1
Syntrophothermus lipocalidus,RS_GCF_000092405.1,Bacteria,17.86,55.4,RS_GCF_000092405.1
Syntrophothermus lipocalidus,RS_GCF_013314835.1,Bacteria,17.86,55.4,RS_GCF_000092405.1
Syntrophus aciditrophicus,GB_GCA_002067825.1,Bacteria,27,37,RS_GCF_000013405.1
Syntrophus aciditrophicus,GB_GCA_002419525.1,Bacteria,27,37,RS_GCF_000013405.1
Syntrophus aciditrophicus,RS_GCF_000013405.1,Bacteria,27,37,RS_GCF_000013405.1
Tepidibacter formicigenes,RS_GCF_900142235.1,Bacteria,0.27,45,RS_GCF_900142235.1
Tepidimicrobium xylanilyticum,RS_GCF_900106765.1,Bacteria,4.1,60,RS_GCF_900106765.1
Tepidiphilus margaritifer,RS_GCF_000425565.1,Bacteria,1,50,RS_GCF_000425565.1
Thalassobaculum litoreum,RS_GCF_000423805.1,Bacteria,3.63,30,RS_GCF_900102465.1
Thalassobaculum litoreum,RS_GCF_900102465.1,Bacteria,3.63,30,RS_GCF_900102465.1
Thalassobaculum litoreum,RS_GCF_937129475.1,Bacteria,3.63,30,RS_GCF_900102465.1
Thermacetogenium phaeum,GB_GCA_030445545.1,Bacteria,22.79,58,RS_GCF_000305935.1
Thermacetogenium phaeum,RS_GCF_000519285.1,Bacteria,22.79,58,RS_GCF_000305935.1
Thermacetogenium phaeum,GB_GCA_030153695.1,Bacteria,22.79,58,RS_GCF_000305935.1
Thermacetogenium phaeum,GB_GCA_030445675.1,Bacteria,22.79,58,RS_GCF_000305935.1
Thermacetogenium phaeum,RS_GCF_000305935.1,Bacteria,22.79,58,RS_GCF_000305935.1
Thermaerobacter marianensis,RS_GCF_000184705.1,Bacteria,36.04,73.9,RS_GCF_000184705.1
Thermaerobacter subterraneus,RS_GCF_000183545.2,Bacteria,1.5,70,RS_GCF_000183545.2
Thermanaeromonas toyohensis,RS_GCF_900176005.1,Bacteria,9.61,70,RS_GCF_900176005.1
Thermanaerovibrio velox,RS_GCF_000237825.1,Bacteria,63.29,59.9,RS_GCF_000237825.1
Thermithiobacillus tepidarius,RS_GCF_000423825.1,Bacteria,1.98,45,RS_GCF_000423825.1
Thermoanaerobacter ethanolicus,GB_GCA_012842385.1,Bacteria,0.85,68,GB_GCA_003722315.1
Thermoanaerobacter ethanolicus,RS_GCF_000353265.2,Bacteria,0.85,68,GB_GCA_003722315.1
Thermoanaerobacter ethanolicus,RS_GCF_900102395.1,Bacteria,0.85,68,GB_GCA_003722315.1
Thermoanaerobacter ethanolicus,GB_GCA_003722315.1,Bacteria,0.85,68,GB_GCA_003722315.1
Thermoanaerobacter ethanolicus,RS_GCF_026240795.1,Bacteria,0.85,68,GB_GCA_003722315.1
Thermoanaerobacter kivui,RS_GCF_000763575.1,Bacteria,2.32,64,RS_GCF_000763575.1
Thermoanaerobacter pseudethanolicus,GB_GCA_003517665.1,Bacteria,0.69,65,RS_GCF_000019085.1
Thermoanaerobacter pseudethanolicus,RS_GCF_003513435.1,Bacteria,0.69,65,RS_GCF_000019085.1
Thermoanaerobacter pseudethanolicus,GB_GCA_003444495.1,Bacteria,0.69,65,RS_GCF_000019085.1
Thermoanaerobacter pseudethanolicus,RS_GCF_000019085.1,Bacteria,0.69,65,RS_GCF_000019085.1
Thermoanaerobacter pseudethanolicus,GB_GCA_029982995.1,Bacteria,0.69,65,RS_GCF_000019085.1
Thermoanaerobacter thermocopriae,RS_GCF_030803985.1,Bacteria,1.24,68.9,RS_GCF_001310975.1
Thermoanaerobacter thermocopriae,RS_GCF_000092965.1,Bacteria,1.24,68.9,RS_GCF_001310975.1
Thermoanaerobacter thermocopriae,RS_GCF_018588165.1,Bacteria,1.24,68.9,RS_GCF_001310975.1
Thermoanaerobacter thermocopriae,RS_GCF_000025645.1,Bacteria,1.24,68.9,RS_GCF_001310975.1
Thermoanaerobacter thermocopriae,RS_GCF_000518565.1,Bacteria,1.24,68.9,RS_GCF_001310975.1
Thermoanaerobacter thermocopriae,RS_GCF_001310975.1,Bacteria,1.24,68.9,RS_GCF_001310975.1
Thermoanaerobacter uzonensis,RS_GCF_000806225.2,Bacteria,0.34,61.1,RS_GCF_900129115.1
Thermoanaerobacter uzonensis,RS_GCF_900129115.1,Bacteria,0.34,61.1,RS_GCF_900129115.1
Thermoanaerobacter wiegelii,RS_GCF_000147695.2,Bacteria,1.2,67.5,RS_GCF_000147695.2
Thermoanaerobaculum aquaticum,GB_GCA_002923295.1,Bacteria,8.9,60,RS_GCF_000687145.1
Thermoanaerobaculum aquaticum,GB_GCA_025998615.1,Bacteria,8.9,60,RS_GCF_000687145.1
Thermoanaerobaculum aquaticum,RS_GCF_000687145.1,Bacteria,8.9,60,RS_GCF_000687145.1
Thermobaculum terrenum,RS_GCF_000025005.1,Bacteria,4.09,66.8,RS_GCF_000025005.1
Thermobrachium celere,RS_GCF_000430995.1,Bacteria,0.21,66.8,RS_GCF_000430995.1
Thermobrachium celere,RS_GCF_016860465.1,Bacteria,0.21,66.8,RS_GCF_000430995.1
Thermocrinis ruber,RS_GCF_000512735.1,Bacteria,1.18,79.9,RS_GCF_000512735.1
Thermodesulfatator atlanticus,GB_GCA_026988755.1,Bacteria,3.41,65,RS_GCF_000421585.1
Thermodesulfatator atlanticus,RS_GCF_000421585.1,Bacteria,3.41,65,RS_GCF_000421585.1
Thermodesulfatator indicus,RS_GCF_000217795.1,Bacteria,2,70,RS_GCF_000217795.1
Thermodesulfobacterium commune,GB_GCA_001508915.1,Bacteria,2.31,69.6,RS_GCF_000734015.1
Thermodesulfobacterium commune,RS_GCF_030445475.1,Bacteria,2.31,69.6,RS_GCF_000734015.1
Thermodesulfobacterium commune,RS_GCF_000734015.1,Bacteria,2.31,69.6,RS_GCF_000734015.1
Thermodesulfobacterium commune,GB_GCA_001508775.1,Bacteria,2.31,69.6,RS_GCF_000734015.1
Thermodesulfobacterium commune,GB_GCA_003509565.1,Bacteria,2.31,69.6,RS_GCF_000734015.1
Thermodesulfobacterium hveragerdense,RS_GCF_000423845.1,Bacteria,5.39,70,RS_GCF_000423845.1
Thermodesulfobacterium hydrogeniphilum,GB_GCA_027063905.1,Bacteria,2.16,74.5,RS_GCF_000746255.1
Thermodesulfobacterium hydrogeniphilum,RS_GCF_000746255.1,Bacteria,2.16,74.5,RS_GCF_000746255.1
Thermodesulfobium acidiphilum,GB_GCA_002878095.1,Bacteria,14,55,RS_GCF_003057965.1
Thermodesulfobium acidiphilum,RS_GCF_003057965.1,Bacteria,14,55,RS_GCF_003057965.1
Thermodesulfovibrio aggregans,GB_GCA_001312085.1,Bacteria,24,60,RS_GCF_001514535.1
Thermodesulfovibrio aggregans,RS_GCF_001514535.1,Bacteria,24,60,RS_GCF_001514535.1
Thermodesulfovibrio yellowstonii,RS_GCF_006538445.1,Bacteria,17.13,65.4,RS_GCF_000020985.1
Thermodesulfovibrio yellowstonii,RS_GCF_000482825.1,Bacteria,17.13,65.4,RS_GCF_000020985.1
Thermodesulfovibrio yellowstonii,RS_GCF_030019055.1,Bacteria,17.13,65.4,RS_GCF_000020985.1
Thermodesulfovibrio yellowstonii,RS_GCF_027925485.1,Bacteria,17.13,65.4,RS_GCF_000020985.1
Thermodesulfovibrio yellowstonii,RS_GCF_000020985.1,Bacteria,17.13,65.4,RS_GCF_000020985.1
Thermomonas hydrothermalis,RS_GCF_023512485.1,Bacteria,0.78,50.1,RS_GCF_900129205.1
Thermomonas hydrothermalis,RS_GCF_900129205.1,Bacteria,0.78,50.1,RS_GCF_900129205.1
Thermonema rossianum,RS_GCF_000426825.1,Bacteria,0.41,59.9,RS_GCF_000426825.1
Thermonema rossianum,RS_GCF_026003375.1,Bacteria,0.41,59.9,RS_GCF_000426825.1
Thermosipho affectus,RS_GCF_001990485.1,Bacteria,0.53,70,RS_GCF_001990485.1
Thermosipho affectus,RS_GCF_018588215.1,Bacteria,0.53,70,RS_GCF_001990485.1
Thermosipho affectus,RS_GCF_001941365.1,Bacteria,0.53,70,RS_GCF_001990485.1
Thermosipho affectus,RS_GCF_001999655.1,Bacteria,0.53,70,RS_GCF_001990485.1
Thermosipho affectus,RS_GCF_001999705.1,Bacteria,0.53,70,RS_GCF_001990485.1
Thermosipho africanus,RS_GCF_000021285.1,Bacteria,0.6,75.1,RS_GCF_003351105.1
Thermosipho africanus,RS_GCF_020054775.1,Bacteria,0.6,75.1,RS_GCF_003351105.1
Thermosipho africanus,GB_GCA_030157105.1,Bacteria,0.6,75.1,RS_GCF_003351105.1
Thermosipho africanus,RS_GCF_000300715.1,Bacteria,0.6,75.1,RS_GCF_003351105.1
Thermosipho africanus,RS_GCF_003351105.1,Bacteria,0.6,75.1,RS_GCF_003351105.1
Thermosipho melanesiensis,RS_GCF_001999645.1,Bacteria,1.93,69.9,RS_GCF_000016905.1
Thermosipho melanesiensis,RS_GCF_001999545.1,Bacteria,1.93,69.9,RS_GCF_000016905.1
Thermosipho melanesiensis,RS_GCF_001999595.1,Bacteria,1.93,69.9,RS_GCF_000016905.1
Thermosipho melanesiensis,RS_GCF_001941385.1,Bacteria,1.93,69.9,RS_GCF_000016905.1
Thermosipho melanesiensis,RS_GCF_001999555.1,Bacteria,1.93,69.9,RS_GCF_000016905.1
Thermosipho melanesiensis,RS_GCF_000016905.1,Bacteria,1.93,69.9,RS_GCF_000016905.1
Thermosipho_A atlanticus,RS_GCF_900129985.1,Bacteria,1.2,65,RS_GCF_900129985.1
Thermosulfidibacter takaii,RS_GCF_001547735.1,Bacteria,4.95,70,RS_GCF_001547735.1
Thermosulfurimonas dismutans,RS_GCF_001652585.1,Bacteria,0.76,74.1,RS_GCF_001652585.1
Thermosyntropha lipolytica,RS_GCF_900129805.1,Bacteria,0.62,67.7,RS_GCF_900129805.1
Thermotalea metallivorans,RS_GCF_001562415.1,Bacteria,6.7,50,RS_GCF_001562415.1
Thermotoga maritima,RS_GCF_000008545.1,Bacteria,1.2,80,RS_GCF_000008545.1
Thermotoga maritima,RS_GCF_000978575.1,Bacteria,1.2,80,RS_GCF_000008545.1
Thermotoga maritima,GB_GCA_003501125.1,Bacteria,1.2,80,RS_GCF_000008545.1
Thermotoga maritima,RS_GCF_000294555.1,Bacteria,1.2,80,RS_GCF_000008545.1
Thermotoga maritima,RS_GCF_000978555.1,Bacteria,1.2,80,RS_GCF_000008545.1
Thermotoga petrophila,GB_GCA_003444215.1,Bacteria,0.88,79.3,RS_GCF_000016785.1
Thermotoga petrophila,RS_GCF_000789375.1,Bacteria,0.88,79.3,RS_GCF_000016785.1
Thermotoga petrophila,RS_GCF_000784785.1,Bacteria,0.88,79.3,RS_GCF_000016785.1
Thermotoga petrophila,GB_GCA_001508875.1,Bacteria,0.88,79.3,RS_GCF_000016785.1
Thermotoga petrophila,GB_GCA_030156705.1,Bacteria,0.88,79.3,RS_GCF_000016785.1
Thermotoga petrophila,RS_GCF_000016785.1,Bacteria,0.88,79.3,RS_GCF_000016785.1
Thermovibrio ammonificans,RS_GCF_000185805.1,Bacteria,1.57,74.8,RS_GCF_000185805.1
Thermus aquaticus,GB_GCA_028275545.1,Bacteria,0.69,69.7,RS_GCF_001280255.1
Thermus aquaticus,GB_GCA_028276485.1,Bacteria,0.69,69.7,RS_GCF_001280255.1
Thermus aquaticus,RS_GCF_001280255.1,Bacteria,0.69,69.7,RS_GCF_001280255.1
Thermus aquaticus,RS_GCF_001399775.1,Bacteria,0.69,69.7,RS_GCF_001280255.1
Thermus brockianus,GB_GCA_030550415.1,Bacteria,1.07,65.4,RS_GCF_001880325.1
Thermus brockianus,RS_GCF_001880325.1,Bacteria,1.07,65.4,RS_GCF_001880325.1
Thermus brockianus,RS_GCF_022846375.1,Bacteria,1.07,65.4,RS_GCF_001880325.1
Thermus igniterrae,RS_GCF_000376265.1,Bacteria,1.14,70.3,RS_GCF_000376265.1
Thermus scotoductus,RS_GCF_003959405.1,Bacteria,1.27,70.3,RS_GCF_000381045.1
Thermus scotoductus,RS_GCF_003959095.1,Bacteria,1.27,70.3,RS_GCF_000381045.1
Thermus scotoductus,RS_GCF_003959075.1,Bacteria,1.27,70.3,RS_GCF_000381045.1
Thermus scotoductus,GB_GCA_020723585.1,Bacteria,1.27,70.3,RS_GCF_000381045.1
Thermus scotoductus,RS_GCF_003959625.1,Bacteria,1.27,70.3,RS_GCF_000381045.1
Thermus scotoductus,RS_GCF_000381045.1,Bacteria,1.27,70.3,RS_GCF_000381045.1
Thermus thermophilus,RS_GCF_900604845.1,Bacteria,0.29,65,RS_GCF_000091545.1
Thermus thermophilus,RS_GCF_014100815.1,Bacteria,0.29,65,RS_GCF_000091545.1
Thermus thermophilus,RS_GCF_019884805.1,Bacteria,0.29,65,RS_GCF_000091545.1
Thermus thermophilus,RS_GCF_007182855.1,Bacteria,0.29,65,RS_GCF_000091545.1
Thermus thermophilus,RS_GCF_000008125.1,Bacteria,0.29,65,RS_GCF_000091545.1
Thermus thermophilus,RS_GCF_000091545.1,Bacteria,0.29,65,RS_GCF_000091545.1
Thiobacillus thioparus,RS_GCF_000373385.1,Bacteria,13.94,30.2,RS_GCF_000373385.1
Thiohalobacter thiocyanaticus,RS_GCF_003932505.1,Bacteria,15.4,30,RS_GCF_003932505.1
Thiomicrorhabdus chilensis,RS_GCF_000483485.1,Bacteria,2.31,29,RS_GCF_000483485.1
Tissierella praeacuta,RS_GCF_004346445.1,Bacteria,14.5,15,RS_GCF_900128955.1
Tissierella praeacuta,RS_GCF_900460335.1,Bacteria,14.5,15,RS_GCF_900128955.1
Tissierella praeacuta,GB_GCA_023389335.1,Bacteria,14.5,15,RS_GCF_900128955.1
Tissierella praeacuta,RS_GCF_018916835.1,Bacteria,14.5,15,RS_GCF_900128955.1
Tissierella praeacuta,RS_GCF_900128955.1,Bacteria,14.5,15,RS_GCF_900128955.1
Treponema pallidum,RS_GCF_000246815.1,Bacteria,25.5,33,RS_GCF_000410535.2
Treponema pallidum,RS_GCF_001713275.1,Bacteria,25.5,33,RS_GCF_000410535.2
Treponema pallidum,RS_GCF_029958585.2,Bacteria,25.5,33,RS_GCF_000410535.2
Treponema pallidum,RS_GCF_001713135.1,Bacteria,25.5,33,RS_GCF_000410535.2
Treponema pallidum,RS_GCF_903469595.1,Bacteria,25.5,33,RS_GCF_000410535.2
Treponema pallidum,RS_GCF_000410535.2,Bacteria,25.5,33,RS_GCF_000410535.2
Treponema_B denticola,RS_GCF_000413115.1,Bacteria,4.95,37,RS_GCF_000008185.1
Treponema_B denticola,RS_GCF_024181485.1,Bacteria,4.95,37,RS_GCF_000008185.1
Treponema_B denticola,RS_GCF_000413075.1,Bacteria,4.95,37,RS_GCF_000008185.1
Treponema_B denticola,RS_GCF_000338455.1,Bacteria,4.95,37,RS_GCF_000008185.1
Treponema_B denticola,RS_GCF_000340685.1,Bacteria,4.95,37,RS_GCF_000008185.1
Treponema_B denticola,RS_GCF_000008185.1,Bacteria,4.95,37,RS_GCF_000008185.1
Trichococcus patagoniensis,RS_GCF_003051085.1,Bacteria,5.73,30,RS_GCF_003051085.1
Trichodesmium erythraeum,GB_GCA_023356555.1,Bacteria,21.5765659318271,25,GB_GCA_018457135.1
Trichodesmium erythraeum,GB_GCA_913057915.1,Bacteria,21.5765659318271,25,GB_GCA_018457135.1
Trichodesmium erythraeum,GB_GCA_022448615.1,Bacteria,21.5765659318271,25,GB_GCA_018457135.1
Trichodesmium erythraeum,GB_GCA_028982645.1,Bacteria,21.5765659318271,25,GB_GCA_018457135.1
Trichodesmium erythraeum,GB_GCA_028982485.1,Bacteria,21.5765659318271,25,GB_GCA_018457135.1
Trichodesmium erythraeum,GB_GCA_018457135.1,Bacteria,21.5765659318271,25,GB_GCA_018457135.1
Trichormus sp000009705,RS_GCF_002368015.1,Bacteria,16,28,RS_GCF_000009705.1
Trichormus sp000009705,RS_GCF_014696735.1,Bacteria,16,28,RS_GCF_000009705.1
Trichormus sp000009705,RS_GCF_014697155.1,Bacteria,16,28,RS_GCF_000009705.1
Trichormus sp000009705,RS_GCF_000009705.1,Bacteria,16,28,RS_GCF_000009705.1
